rating,character,year,species
8.6,21,1941,DRAMA
8.6,21,1941,MYSTERY
8.0,21,1994,COMEDY
6.2,13,1993,ACTION
6.2,13,1993,ADVENTURE
6.2,13,1993,THRILLER
8.5,20,1971,CRIME
8.5,20,1971,DRAMA
8.5,20,1971,SCI-FI
7.8,14,2004,CRIME
7.8,14,2004,DRAMA
7.8,14,2004,THRILLER
6.5,10,1997,ACTION
6.5,10,1997,CRIME
6.5,10,1997,MYSTERY
6.5,10,1997,ROMANCE
6.5,10,1997,THRILLER
7.4,15,1997,DRAMA
7.4,15,1997,MYSTERY
7.4,15,1997,SCI-FI
7.4,15,1997,THRILLER
8.3,12,1967,CRIME
8.3,12,1967,DRAMA
6.5,14,1995,CRIME
6.5,14,1995,MYSTERY
6.5,14,1995,THRILLER
8.0,5,2004,CRIME
8.0,5,2004,DRAMA
7.0,9,2007,DOCUMENTARY
6.4,20,2003,ACTION
6.4,20,2003,COMEDY
6.4,20,2003,CRIME
8.0,15,2003,ACTION
7.6,15,1994,ACTION
7.6,15,1994,CRIME
7.6,15,1994,FANTASY
7.6,15,1994,THRILLER
6.7,14,1999,DRAMA
6.7,14,1999,ROMANCE
6.7,14,1999,THRILLER
6.9,9,1944,DRAMA
6.9,9,1944,FANTASY
6.9,9,1944,HORROR
4.5,12,1987,SCI-FI
4.5,12,1987,HORROR
7.8,12,1998,MYSTERY
7.8,12,1998,SCI-FI
7.8,12,1998,THRILLER
6.8,9,1993,COMEDY
6.8,9,1993,ROMANCE
7.0,14,1985,HORROR
7.0,14,1985,SCI-FI
7.8,15,1989,DRAMA
5.7,8,1998,ACTION
5.7,8,1998,HORROR
5.7,8,1998,SCI-FI
5.7,8,1998,THRILLER
8.2,16,1978,DRAMA
8.2,16,1978,WAR
6.3,12,1993,ACTION
6.3,12,1993,CRIME
6.3,12,1993,SCI-FI
5.7,15,2004,COMEDY
5.7,15,2004,DRAMA
5.7,15,2004,FANTASY
8.3,11,1988,ACTION
8.3,11,1988,CRIME
8.3,11,1988,THRILLER
8.2,19,1975,CRIME
8.2,19,1975,DRAMA
5.9,17,2005,ACTION
5.9,17,2005,CRIME
5.9,17,2005,DRAMA
5.9,17,2005,THRILLER
7.9,17,1989,DRAMA
3.3,17,2003,COMEDY
6.5,13,1984,ACTION
6.5,13,1984,ADVENTURE
6.5,13,1984,SCI-FI
8.1,22,1994,BIOGRAPHY
8.1,22,1994,COMEDY
8.1,22,1994,DRAMA
6.1,19,1999,COMEDY
7.4,15,1999,COMEDY
7.4,15,1999,DRAMA
8.4,21,1997,CRIME
8.4,21,1997,DRAMA
8.4,21,1997,MYSTERY
8.4,21,1997,THRILLER
7.2,35,1998,ACTION
7.2,35,1998,DRAMA
7.2,35,1998,THRILLER
7.3,17,1996,ROMANCE
7.3,17,1996,DRAMA
7.3,17,1996,WAR
6.1,5,1999,ACTION
6.1,5,1999,CRIME
6.1,5,1999,ROMANCE
6.1,5,1999,THRILLER
7.2,22,2000,BIOGRAPHY
7.2,22,2000,DRAMA
7.2,22,2000,ROMANCE
8.0,16,1982,ANIMATION
8.0,16,1982,ADVENTURE
8.0,16,1982,ACTION
8.0,16,1982,FANTASY
6.1,7,1971,SCI-FI
6.1,7,1971,THRILLER
5.3,12,1996,ACTION
5.3,12,1996,ADVENTURE
5.3,12,1996,SCI-FI
5.3,12,1996,THRILLER
7.4,11,1981,ADVENTURE
7.4,11,1981,DRAMA
7.4,11,1981,FANTASY
8.1,20,1973,HORROR
8.1,20,1973,THRILLER
6.7,21,1989,DRAMA
6.7,21,1989,MUSIC
6.7,21,1989,ROMANCE
7.3,15,1997,ACTION
7.3,15,1997,CRIME
7.3,15,1997,DRAMA
7.3,15,1997,SCI-FI
7.3,15,1997,THRILLER
6.6,18,2000,COMEDY
6.6,18,2000,FANTASY
6.6,18,2000,DRAMA
6.6,18,2000,ROMANCE
3.8,11,1994,ACTION
3.8,11,1994,ADVENTURE
3.8,11,1994,SCI-FI
3.8,11,1994,FANTASY
6.8,10,1966,ADVENTURE
6.8,10,1966,SCI-FI
8.3,25,1996,CRIME
8.3,25,1996,DRAMA
8.3,25,1996,THRILLER
8.8,17,1999,CRIME
8.8,17,1999,DRAMA
8.8,17,1999,MYSTERY
8.8,17,1999,THRILLER
6.4,16,2003,HORROR
6.4,16,2003,THRILLER
6.8,7,2000,HORROR
6.8,7,2000,THRILLER
5.8,9,1985,ACTION
5.8,9,1985,ADVENTURE
5.8,9,1985,THRILLER
7.5,11,1991,COMEDY
7.5,11,1991,DRAMA
7.5,11,1991,ROMANCE
7.5,14,1970,DRAMA
6.5,9,2000,SHORT
6.7,22,1985,COMEDY
6.7,22,1985,CRIME
6.7,22,1985,MYSTERY
5.6,13,1990,ACTION
5.6,13,1990,ADVENTURE
5.6,13,1990,COMEDY
5.6,13,1990,MUSIC
7.9,18,1971,ACTION
7.9,18,1971,CRIME
7.9,18,1971,THRILLER
7.3,11,2000,CRIME
7.3,11,2000,DRAMA
7.3,11,2000,SCI-FI
7.3,11,2000,THRILLER
5.1,9,1982,HORROR
5.3,14,1986,COMEDY
5.3,14,1986,HORROR
5.3,14,1986,THRILLER
4.1,9,1993,HORROR
4.1,9,1993,THRILLER
3.9,11,1989,HORROR
6.0,17,2005,COMEDY
6.0,17,2005,DRAMA
6.0,17,2005,SPORT
8.2,15,1982,BIOGRAPHY
8.2,15,1982,DRAMA
8.2,15,1982,HISTORY
7.8,16,1997,DRAMA
7.8,16,1997,ROMANCE
7.8,16,1997,SCI-FI
7.8,16,1997,THRILLER
7.5,10,1972,ACTION
7.5,10,1972,ADVENTURE
7.5,10,1972,CRIME
7.5,10,1972,THRILLER
4.8,18,2000,ACTION
4.8,18,2000,CRIME
4.8,18,2000,DRAMA
4.8,18,2000,THRILLER
7.9,7,1992,DRAMA
9.0,32,1974,CRIME
9.0,32,1974,DRAMA
9.0,32,1974,THRILLER
7.5,12,1998,BIOGRAPHY
7.5,12,1998,DRAMA
6.0,16,2000,ACTION
6.0,16,2000,CRIME
6.0,16,2000,THRILLER
8.8,15,1990,CRIME
8.8,15,1990,DRAMA
8.8,15,1990,THRILLER
8.1,18,1997,DRAMA
8.3,33,1940,DRAMA
7.4,19,1997,COMEDY
7.4,19,1997,CRIME
7.4,19,1997,ROMANCE
7.4,19,1997,THRILLER
6.4,13,1998,DRAMA
6.4,13,1998,ROMANCE
6.4,13,1998,WESTERN
5.8,18,1995,ACTION
5.8,18,1995,CRIME
5.8,18,1995,DRAMA
5.8,18,1995,THRILLER
5.6,17,1988,HORROR
5.6,17,1988,THRILLER
7.9,13,1978,HORROR
7.9,13,1978,THRILLER
7.9,18,1986,COMEDY
7.9,18,1986,DRAMA
7.9,18,1986,ROMANCE
6.4,22,2001,CRIME
6.4,22,2001,THRILLER
5.4,12,2001,COMEDY
7.3,15,1989,COMEDY
7.3,15,1989,CRIME
7.6,4,1994,CRIME
7.6,4,1994,DRAMA
7.6,4,1994,FANTASY
7.6,4,1994,THRILLER
4.9,15,2002,HORROR
4.9,15,2002,MYSTERY
4.9,15,2002,THRILLER
6.3,15,1992,COMEDY
6.3,15,1992,DRAMA
5.6,13,1989,THRILLER
3.9,20,1994,FANTASY
3.9,20,1994,SCI-FI
3.9,20,1994,ACTION
6.6,28,2005,ACTION
6.6,28,2005,CRIME
6.6,28,2005,DRAMA
6.6,28,2005,THRILLER
8.3,20,2004,ADVENTURE
8.3,20,2004,DRAMA
8.3,20,2004,HISTORY
8.3,20,2004,THRILLER
8.3,20,2004,WAR
5.3,11,1999,HORROR
5.3,11,1999,MYSTERY
5.3,11,1999,THRILLER
4.3,6,1996,ACTION
4.3,6,1996,HORROR
4.3,6,1996,THRILLER
5.1,9,1992,HORROR
5.4,12,1991,ACTION
5.4,12,1991,ADVENTURE
5.4,12,1991,COMEDY
5.4,12,1991,ACTION
5.4,12,1991,ADVENTURE
5.4,12,1991,COMEDY
5.4,12,1991,CRIME
7.4,20,1994,COMEDY
7.4,20,1994,DRAMA
7.4,20,1994,FANTASY
7.4,20,1994,ROMANCE
7.3,9,1943,HORROR
7.5,16,1997,DRAMA
7.3,10,2002,CRIME
7.3,10,2002,DRAMA
7.3,10,2002,MYSTERY
7.3,10,2002,THRILLER
7.4,6,1994,DRAMA
7.4,6,1994,FANTASY
4.1,12,1998,HORROR
4.1,12,1998,MYSTERY
4.1,12,1998,THRILLER
6.6,8,1945,DRAMA
6.6,8,1945,HORROR
6.6,8,1945,MYSTERY
6.6,8,1945,THRILLER
8.7,30,1946,DRAMA
8.7,30,1946,FANTASY
8.7,30,1946,ROMANCE
5.6,25,1978,THRILLER
3.3,16,1983,THRILLER
2.6,11,1987,THRILLER
6.8,2,1927,DRAMA
6.8,2,1927,MUSIC
6.8,2,1927,ROMANCE
6.2,10,1992,THRILLER
6.2,10,1992,MYSTERY
7.3,15,1996,COMEDY
7.3,15,1996,DRAMA
7.3,15,1996,ROMANCE
7.3,15,1996,SPORT
5.7,6,2001,ACTION
5.7,6,2001,ADVENTURE
5.7,6,2001,SCI-FI
5.7,6,2001,THRILLER
6.0,10,1997,ACTION
6.0,10,1997,ADVENTURE
6.0,10,1997,SCI-FI
6.0,10,1997,THRILLER
6.0,10,1997,ACTION
6.0,10,1997,ADVENTURE
6.0,10,1997,ANIMATION
6.0,10,1997,HORROR
6.0,10,1997,SCI-FI
6.0,10,1997,THRILLER
7.9,13,1993,ACTION
7.9,13,1993,ADVENTURE
7.9,13,1993,FAMILY
7.9,13,1993,SCI-FI
7.9,13,1993,ACTION
7.9,13,1993,ADVENTURE
7.9,13,1993,FANTASY
7.9,13,1993,SCI-FI
5.8,8,2003,HORROR
5.8,8,2003,THRILLER
6.9,14,1991,COMEDY
6.9,14,1991,DRAMA
6.9,14,1991,MYSTERY
6.9,14,1991,SCI-FI
6.9,14,1991,THRILLER
7.6,7,2005,ADVENTURE
7.6,7,2005,DRAMA
7.6,7,2005,ROMANCE
7.2,13,1971,MYSTERY
7.2,13,1971,ROMANCE
7.2,13,1971,THRILLER
7.7,17,1979,DRAMA
7.1,21,1997,BIOGRAPHY
7.1,21,1997,DRAMA
7.1,21,1997,HISTORY
7.1,21,1997,WAR
5.4,8,1999,ACTION
5.4,8,1999,COMEDY
5.4,8,1999,HORROR
5.4,8,1999,THRILLER
8.7,15,1991,CRIME
8.7,15,1991,THRILLER
7.3,12,1977,ACTION
7.3,12,1977,ADVENTURE
7.3,12,1977,WAR
5.3,10,1989,ADVENTURE
5.3,10,1989,HORROR
5.3,10,1989,MYSTERY
5.3,10,1989,SCI-FI
5.3,10,1989,THRILLER
8.2,23,1998,CRIME
8.2,23,1998,THRILLER
7.6,38,1996,DRAMA
7.6,38,1996,MYSTERY
7.6,38,1996,ROMANCE
7.6,38,1996,WESTERN
5.6,18,1995,FANTASY
5.6,18,1995,HORROR
5.6,18,1995,MYSTERY
5.6,18,1995,THRILLER
7.9,9,2003,DRAMA
7.9,9,2003,ROMANCE
4.6,17,2000,DRAMA
4.6,17,2000,HORROR
4.6,17,2000,THRILLER
4.6,17,2000,ROMANCE
6.7,13,2000,DRAMA
6.7,13,2000,ROMANCE
6.7,13,2000,SPORT
8.0,36,1999,DRAMA
6.1,13,1998,ACTION
6.1,13,1998,ADVENTURE
6.1,13,1998,DRAMA
6.1,13,1998,HISTORY
8.7,11,2003,ACTION
8.7,11,2003,ADVENTURE
8.7,11,2003,CRIME
8.7,11,2003,HORROR
8.7,11,2003,THRILLER
7.2,22,1986,CRIME
7.2,22,1986,THRILLER
7.4,17,1999,BIOGRAPHY
7.4,17,1999,COMEDY
7.4,17,1999,DRAMA
8.7,12,1999,ACTION
8.7,12,1999,ADVENTURE
8.7,12,1999,ADVENTURE
8.7,12,1999,ADVENTURE
8.7,12,1999,SCI-FI
3.8,16,1982,HORROR
3.8,16,1982,MYSTERY
3.8,16,1982,SCI-FI
6.9,14,1998,DRAMA
6.9,14,1998,FANTASY
6.9,14,1998,MYSTERY
6.9,14,1998,ROMANCE
8.7,11,2000,CRIME
8.7,11,2000,DRAMA
8.7,11,2000,MYSTERY
8.7,11,2000,THRILLER
6.0,13,2006,ACTION
6.0,13,2006,CRIME
6.0,13,2006,DRAMA
6.0,13,2006,THRILLER
8.0,10,1969,DRAMA
7.6,12,1978,BIOGRAPHY
7.6,12,1978,CRIME
7.6,12,1978,DRAMA
7.6,12,1978,THRILLER
5.7,8,1997,DRAMA
5.7,8,1997,HORROR
5.7,8,1997,SCI-FI
7.8,7,1990,THRILLER
5.7,11,2000,ACTION
5.7,11,2000,ADVENTURE
5.7,11,2000,THRILLER
6.9,14,1996,ACTION
6.9,14,1996,ADVENTURE
6.9,14,1996,THRILLER
7.1,19,1987,COMEDY
7.1,19,1987,ROMANCE
7.1,19,1987,DRAMA
8.4,28,1975,ADVENTURE
8.4,28,1975,COMEDY
7.2,14,1997,BIOGRAPHY
7.2,14,1997,DRAMA
7.2,14,1997,HISTORY
7.2,14,1997,ROMANCE
4.6,9,1993,SCI-FI
8.0,22,2001,DRAMA
8.0,22,2001,MYSTERY
8.0,22,2001,THRILLER
5.8,8,2009,CRIME
5.8,8,2009,DRAMA
5.8,8,2009,MYSTERY
4.8,17,1994,COMEDY
4.8,17,1994,DRAMA
4.8,17,1994,FAMILY
4.8,17,1994,ROMANCE
6.4,12,1991,COMEDY
6.4,12,1991,DRAMA
6.4,12,1991,FAMILY
6.4,12,1991,ROMANCE
6.2,7,1997,COMEDY
6.2,7,1997,ROMANCE
7.7,24,1975,DRAMA
7.7,24,1975,MUSIC
7.1,15,1994,ACTION
7.1,15,1994,CRIME
7.1,15,1994,DRAMA
7.1,15,1994,ROMANCE
7.1,15,1994,THRILLER
7.8,19,1964,DRAMA
7.8,19,1964,ROMANCE
7.2,3,1998,ACTION
7.2,3,1998,CRIME
7.2,3,1998,DRAMA
7.2,3,1998,MYSTERY
7.2,3,1998,THRILLER
9.3,13,1988,ACTION
9.3,13,1988,ADVENTURE
9.3,13,1988,ANIMATION
9.3,13,1988,SCI-FI
5.7,14,1999,COMEDY
5.7,14,1999,DRAMA
5.7,14,1999,ROMANCE
8.0,7,1993,ANIMATION
8.0,7,1993,FAMILY
8.0,7,1993,FANTASY
8.0,7,1993,MUSICAL
4.9,8,1985,FANTASY
4.9,8,1985,HORROR
4.9,8,1985,THRILLER
6.3,13,1987,FANTASY
6.3,13,1987,HORROR
6.3,13,1987,THRILLER
6.9,17,1999,COMEDY
6.9,17,1999,ROMANCE
8.9,21,1975,DRAMA
6.2,15,1994,COMEDY
6.2,15,1994,ROMANCE
8.4,19,1954,CRIME
8.4,19,1954,DRAMA
8.4,19,1954,ROMANCE
2.5,6,1965,FANTASY
2.5,6,1965,HORROR
7.2,19,1998,COMEDY
7.2,19,1998,CRIME
7.2,19,1998,ROMANCE
7.2,19,1998,THRILLER
5.4,21,2001,ACTION
5.4,21,2001,DRAMA
5.4,21,2001,ROMANCE
5.4,21,2001,WAR
6.3,15,1986,COMEDY
6.3,15,1986,DRAMA
6.3,15,1986,FANTASY
6.3,15,1986,ROMANCE
4.2,8,1992,ACTION
4.2,8,1992,HORROR
4.2,8,1992,THRILLER
7.6,17,1993,DRAMA
7.0,9,2000,ACTION
7.0,9,2000,SCI-FI
7.0,9,2000,THRILLER
5.5,12,2001,ACTION
5.5,12,2001,ADVENTURE
5.5,12,2001,SCI-FI
5.5,12,2001,THRILLER
5.5,12,2001,ANIMATION
5.5,12,2001,ACTION
5.5,12,2001,ADVENTURE
5.5,12,2001,SCI-FI
8.2,13,1986,ACTION
8.2,13,1986,DRAMA
8.2,13,1986,WAR
3.6,18,1996,THRILLER
6.8,12,1983,DRAMA
6.9,7,1991,ACTION
6.9,7,1991,ADVENTURE
6.9,7,1991,CRIME
6.9,7,1991,DRAMA
6.9,7,1991,SPORT
6.9,7,1991,THRILLER
7.8,6,1987,ACTION
7.8,6,1987,ADVENTURE
7.8,6,1987,SCI-FI
7.8,6,1987,THRILLER
6.7,12,1990,COMEDY
6.7,12,1990,ROMANCE
8.1,15,1987,ADVENTURE
8.1,15,1987,COMEDY
8.1,15,1987,FAMILY
8.1,15,1987,FANTASY
8.1,15,1987,ROMANCE
7.7,11,1968,COMEDY
8.7,14,1960,DRAMA
8.7,14,1960,HORROR
8.7,14,1960,MYSTERY
8.7,14,1960,THRILLER
8.7,14,1960,THRILLER
6.2,11,1980,DRAMA
6.2,11,1980,HORROR
6.2,11,1980,THRILLER
7.6,7,1932,FANTASY
7.6,7,1932,HORROR
6.8,14,1933,HORROR
6.8,14,1933,MYSTERY
6.8,14,1933,THRILLER
4.8,3,2000,SHORT
4.8,3,2000,ADVENTURE
4.8,3,2000,DRAMA
4.8,3,2000,ROMANCE
6.6,12,1991,DRAMA
6.3,11,2006,DOCUMENTARY
8.3,14,1983,ACTION
8.3,14,1983,ADVENTURE
8.3,14,1983,FANTASY
8.3,14,1983,SCI-FI
7.1,9,1975,COMEDY
7.1,9,1975,MUSICAL
8.1,21,1976,DRAMA
8.1,21,1976,ROMANCE
8.1,21,1976,SPORT
7.6,11,1988,ANIMATION
7.6,11,1988,COMEDY
7.6,11,1988,CRIME
7.6,11,1988,FAMILY
7.6,11,1988,FANTASY
7.6,11,1988,MYSTERY
7.6,11,1988,ANIMATION
7.6,11,1988,ADVENTURE
7.6,11,1988,ACTION
7.6,11,1988,FANTASY
7.8,14,1968,DRAMA
7.8,14,1968,ROMANCE
7.2,14,1998,ACTION
7.2,14,1998,CRIME
7.2,14,1998,THRILLER
6.0,12,1998,CRIME
6.0,12,1998,DRAMA
6.5,13,2001,ACTION
6.5,13,2001,COMEDY
6.5,13,2001,CRIME
6.5,13,2001,THRILLER
6.8,11,1998,ACTION
6.8,11,1998,COMEDY
6.8,11,1998,THRILLER
6.8,11,1998,CRIME
5.2,12,1999,COMEDY
5.2,12,1999,ROMANCE
6.6,19,1993,COMEDY
6.6,19,1993,ROMANCE
6.6,19,1993,DRAMA
7.6,14,1954,DRAMA
7.6,14,1954,HISTORY
7.1,16,2002,CRIME
7.1,16,2002,DRAMA
7.1,16,2002,MYSTERY
7.1,16,2002,THRILLER
8.5,9,1998,ACTION
8.5,9,1998,DRAMA
8.5,9,1998,HISTORY
8.5,9,1998,WAR
7.5,20,1989,COMEDY
7.5,20,1989,DRAMA
7.5,20,1989,ROMANCE
8.9,13,1993,BIOGRAPHY
8.9,13,1993,DRAMA
8.9,13,1993,HISTORY
8.9,13,1993,WAR
5.9,23,1997,HORROR
5.9,23,1997,MYSTERY
5.9,23,1997,THRILLER
5.3,16,2000,HORROR
5.3,16,2000,MYSTERY
5.3,16,2000,THRILLER
7.2,16,1996,CRIME
7.2,16,1996,HORROR
7.2,16,1996,MYSTERY
7.2,16,1996,THRILLER
6.1,9,1979,ACTION
6.1,9,1979,DRAMA
8.1,19,1956,ADVENTURE
8.1,19,1956,DRAMA
8.1,19,1956,WESTERN
5.2,6,2000,DRAMA
5.2,6,2000,HORROR
5.2,6,2000,THRILLER
7.4,22,1998,COMEDY
7.4,22,1998,DRAMA
7.4,22,1998,ROMANCE
7.4,11,1994,COMEDY
7.4,11,1994,CRIME
7.4,11,1994,DRAMA
7.4,11,1994,THRILLER
6.2,23,1975,DRAMA
6.2,23,1975,ROMANCE
8.5,12,1980,HORROR
8.5,12,1980,MYSTERY
8.5,12,1980,THRILLER
5.9,5,1985,ADVENTURE
5.9,5,1985,DRAMA
5.9,5,1985,HORROR
5.9,5,1985,MYSTERY
5.9,5,1985,THRILLER
5.9,18,1992,COMEDY
5.9,18,1992,CRIME
5.9,18,1992,MUSIC
7.5,16,1999,FANTASY
7.5,16,1999,MYSTERY
7.5,16,1999,THRILLER
8.0,16,1996,DRAMA
7.5,15,1995,COMEDY
7.5,15,1995,DRAMA
6.7,16,1999,DRAMA
6.7,16,1999,MYSTERY
6.7,16,1999,ROMANCE
6.7,16,1999,THRILLER
5.6,2,1998,ACTION
5.6,2,1998,DRAMA
5.6,2,1998,SCI-FI
8.4,17,1959,COMEDY
5.5,10,2005,COMEDY
5.5,10,2005,ROMANCE
7.8,17,1972,DRAMA
7.8,24,1999,ANIMATION
7.8,24,1999,COMEDY
7.8,24,1999,MUSICAL
2.9,13,1997,ACTION
2.9,13,1997,SCI-FI
5.8,15,1992,THRILLER
5.6,12,1998,DRAMA
5.6,12,1998,HORROR
5.6,12,1998,MYSTERY
5.6,12,1998,SCI-FI
5.6,12,1998,THRILLER
8.8,12,1977,ACTION
8.8,12,1977,ADVENTURE
8.8,12,1977,FANTASY
8.8,12,1977,SCI-FI
7.1,17,1997,ACTION
7.1,17,1997,ADVENTURE
7.1,17,1997,SCI-FI
7.1,17,1997,THRILLER
6.2,11,1979,ADVENTURE
6.2,11,1979,FANTASY
6.2,11,1979,MYSTERY
6.2,11,1979,SCI-FI
6.8,22,2000,COMEDY
6.8,22,2000,DRAMA
6.2,9,1998,COMEDY
6.2,9,1998,DRAMA
6.7,15,2001,COMEDY
6.7,15,2001,DRAMA
8.6,11,2007,ACTION
8.6,11,2007,ADVENTURE
8.6,11,2007,CRIME
8.6,18,1964,COMEDY
8.6,18,1964,DRAMA
6.5,12,1996,COMEDY
6.5,12,1996,DRAMA
5.2,11,2001,COMEDY
5.2,11,2001,CRIME
8.7,13,1950,DRAMA
8.7,13,1950,FILM-NOIR
4.1,15,1984,ACTION
4.1,15,1984,ADVENTURE
4.1,15,1984,SCI-FI
4.7,16,1983,ACTION
4.7,16,1983,ADVENTURE
4.7,16,1983,COMEDY
4.7,16,1983,FANTASY
4.7,16,1983,SCI-FI
6.7,17,1980,ACTION
6.7,17,1980,ADVENTURE
6.7,17,1980,FANTASY
6.7,17,1980,ROMANCE
6.7,17,1980,SCI-FI
3.4,10,1987,ACTION
3.4,10,1987,ADVENTURE
3.4,10,1987,FAMILY
3.4,10,1987,FANTASY
3.4,10,1987,SCI-FI
7.3,14,1978,ACTION
7.3,14,1978,FAMILY
7.3,14,1978,SCI-FI
7.8,16,1997,DRAMA
8.2,16,1957,DRAMA
8.2,16,1957,FILM-NOIR
8.5,10,1991,ACTION
8.5,10,1991,SCI-FI
8.5,10,1991,THRILLER
7.2,10,2001,DRAMA
7.2,10,2001,MUSIC
7.2,10,2001,WAR
8.1,10,1984,ACTION
8.1,10,1984,SCI-FI
8.1,10,1984,THRILLER
7.7,16,1997,DRAMA
7.7,16,1997,MYSTERY
7.7,16,1997,THRILLER
4.6,9,1999,HORROR
4.6,9,1999,THRILLER
4.6,9,1999,MYSTERY
7.0,17,1999,CRIME
7.0,17,1999,DRAMA
7.0,17,1999,MYSTERY
7.0,17,1999,THRILLER
7.7,16,2001,CRIME
7.7,16,2001,DRAMA
5.4,13,1997,HORROR
5.4,13,1997,MYSTERY
5.4,13,1997,THRILLER
8.0,16,1998,DRAMA
6.8,15,1998,CRIME
6.8,15,1998,HORROR
6.8,15,1998,MYSTERY
6.8,15,1998,SCI-FI
6.8,15,1998,THRILLER
6.2,8,2000,DRAMA
6.2,8,2000,FANTASY
6.2,8,2000,HORROR
6.2,8,2000,SCI-FI
6.2,8,2000,THRILLER
8.5,15,1949,FILM-NOIR
8.5,15,1949,MYSTERY
8.5,15,1949,THRILLER
6.3,6,2000,ADVENTURE
6.3,6,2000,DRAMA
6.3,6,2000,ROMANCE
6.3,6,2000,THRILLER
7.3,25,2001,DRAMA
7.4,14,1988,ADVENTURE
7.4,14,1988,DRAMA
7.4,14,1988,ROMANCE
6.2,8,2003,COMEDY
6.9,11,1943,DRAMA
6.9,11,1943,HORROR
6.9,11,1943,MYSTERY
6.9,11,1943,THRILLER
6.5,25,1999,CRIME
6.5,25,1999,DRAMA
6.5,25,1999,ROMANCE
6.5,25,1999,THRILLER
7.4,24,2009,DRAMA
7.4,24,2009,ROMANCE
7.4,24,2009,WAR
8.5,18,2002,BIOGRAPHY
8.5,18,2002,DRAMA
8.5,18,2002,WAR
7.5,6,1993,DRAMA
7.5,6,1993,ROMANCE
8.4,25,1973,COMEDY
8.4,25,1973,CRIME
8.4,25,1973,DRAMA
8.1,19,1934,COMEDY
8.1,19,1934,CRIME
8.1,19,1934,DRAMA
8.1,19,1934,MYSTERY
8.1,19,1934,ROMANCE
7.3,5,1999,ACTION
7.3,5,1999,ADVENTURE
7.3,5,1999,COMEDY
7.3,5,1999,DRAMA
7.3,5,1999,WAR
6.8,10,1971,DRAMA
6.8,10,1971,MYSTERY
6.8,10,1971,SCI-FI
6.8,10,1971,THRILLER
3.3,11,2001,ACTION
3.3,11,2001,THRILLER
3.3,11,2001,CRIME
8.2,13,1932,COMEDY
8.2,13,1932,CRIME
8.2,13,1932,ROMANCE
7.4,19,1997,DRAMA
7.4,19,1997,HISTORY
7.4,19,1997,ROMANCE
6.9,14,1934,COMEDY
6.9,14,1934,MUSICAL
6.9,14,1934,MYSTERY
6.9,14,1934,ROMANCE
7.7,20,1993,ACTION
7.7,20,1993,DRAMA
7.7,20,1993,HISTORY
7.7,20,1993,ROMANCE
7.7,20,1993,WESTERN
6.4,22,1997,ACTION
6.4,22,1997,ADVENTURE
6.4,22,1997,THRILLER
6.8,13,1990,DRAMA
8.2,12,1995,ANIMATION
8.2,12,1995,ADVENTURE
8.2,12,1995,COMEDY
8.2,12,1995,FAMILY
8.2,12,1995,FANTASY
6.2,4,1987,FANTASY
7.8,29,2000,CRIME
7.8,29,2000,DRAMA
7.8,29,2000,THRILLER
8.2,14,1996,CRIME
8.2,14,1996,DRAMA
5.0,14,1989,ACTION
5.0,14,1989,ADVENTURE
5.0,14,1989,SCI-FI
5.0,14,1989,THRILLER
6.7,12,1982,ACTION
6.7,12,1982,ADVENTURE
6.7,12,1982,SCI-FI
6.7,12,1982,THRILLER
6.7,12,1982,SCI-FI
7.2,12,1994,ACTION
7.2,12,1994,THRILLER
7.9,23,1993,CRIME
7.9,23,1993,ROMANCE
7.9,23,1993,THRILLER
8.1,14,1995,MYSTERY
8.1,14,1995,SCI-FI
8.1,14,1995,THRILLER
5.8,14,1973,DRAMA
6.7,13,1997,CRIME
6.7,13,1997,DRAMA
6.7,13,1997,THRILLER
7.3,10,2000,DRAMA
7.3,10,2000,FANTASY
7.3,10,2000,MYSTERY
7.3,10,2000,THRILLER
8.3,15,1992,DRAMA
8.3,15,1992,WESTERN
8.7,16,1995,CRIME
8.7,16,1995,MYSTERY
8.7,16,1995,THRILLER
5.7,22,1974,DRAMA
8.6,10,1958,CRIME
8.6,10,1958,MYSTERY
8.6,10,1958,ROMANCE
8.6,10,1958,THRILLER
6.0,13,1998,COMEDY
6.0,13,1998,CRIME
6.0,13,1998,THRILLER
8.2,17,1961,DRAMA
5.3,9,1995,ACTION
5.3,9,1995,CRIME
5.3,9,1995,SCI-FI
5.3,9,1995,THRILLER
7.1,21,1997,COMEDY
7.1,21,1997,DRAMA
7.3,18,1987,CRIME
7.3,18,1987,DRAMA
6.0,12,1988,COMEDY
6.0,12,1988,FANTASY
6.0,12,1988,HORROR
6.5,10,2000,DRAMA
6.5,10,2000,HORROR
6.5,10,2000,MYSTERY
6.5,10,2000,THRILLER
6.3,2,2000,COMEDY
6.3,2,2000,FANTASY
6.3,2,2000,ROMANCE
6.5,15,1996,DOCUMENTARY
6.5,15,1996,SHORT
4.4,6,1994,DRAMA
4.4,6,1994,THRILLER
4.5,15,2003,COMEDY
6.6,13,1998,CRIME
6.6,13,1998,MYSTERY
6.6,13,1998,THRILLER
4.3,9,1999,ACTION
4.3,9,1999,WESTERN
4.3,9,1999,COMEDY
4.3,9,1999,SCI-FI
7.1,10,1988,ACTION
7.1,10,1988,ADVENTURE
7.1,10,1988,DRAMA
7.1,10,1988,FANTASY
7.1,10,1988,ROMANCE
7.6,10,1985,DRAMA
7.6,10,1985,ROMANCE
7.6,10,1985,THRILLER
